11,1000001,"xyz+2x+2y+1=250000求：x,y,z","xyz+2x+2y+1=250000求：x,y,z",49:50.2
7,1000001,设全集为R，集合A={x|(x-1)(x+m)>0}，且大写CRA=[-1，-n]，则m+n=(？),设全集为R，集合A={x|(x-1)(x+m)>0}，且大写CRA=[-1，-n]，则m+n=(？),49:50.2
6,1000001,哥哥有43张生字卡片，比姐姐少18张，姐姐有生字卡片,哥哥有43张生字卡片，比姐姐少18张，姐姐有生字卡片,49:50.2
8,1000001,37+94=,37+94=,49:50.2
7,1000001,小明为玉树灾区的小朋友捐了55本故事书，46本连环画，一共是多少本书？,小明为玉树灾区的小朋友捐了55本故事书，46本连环画，一共是多少本书？,49:50.2
14,1000002,在第十一届全运会上，获得奖牌榜第二名的解放军代表队获得金牌49枚，银牌39枚，金银牌共获得多少枚？,在第十一届全运会上，获得奖牌榜第二名的解放军代表队获得金牌49枚，银牌39枚，金银牌共获得多少枚？,49:50.2
8,1000002,比最大的两位数多45的数是,比最大的两位数多45的数是,49:50.2
11,1000002,三年级一班有女生19名，男生24名，三年级一班共有学生（    ）名。,三年级一班有女生19名，男生24名，三年级一班共有学生（    ）名。,49:50.2
6,1000002,爸爸今年37岁，爷爷比爸爸大25岁，爷爷今年,爸爸今年37岁，爷爷比爸爸大25岁，爷爷今年,49:50.2
16,1000002,在为青海玉树灾区捐款中，弟弟捐了16元，爸爸捐了35元，一共捐了多少元？,在为青海玉树灾区捐款中，弟弟捐了16元，爸爸捐了35元，一共捐了多少元？,49:50.2
14,1000003,33与最大的两位数的和是（    ）。,33与最大的两位数的和是（    ）。,49:50.2
8,1000003,三年级一班有学生46人，三年级二班有学生39人，这两班一共有学生,三年级一班有学生46人，三年级二班有学生39人，这两班一共有学生,49:50.2
15,1000003,妹妹身高85厘米，比哥哥矮37厘米，哥哥身高（    ）厘米。,妹妹身高85厘米，比哥哥矮37厘米，哥哥身高（    ）厘米。,49:50.2
15,1000003,笔算加法，哪一位上的数相加满十，就要向______进______．,笔算加法，哪一位上的数相加满十，就要向______进______．,49:50.2
12,1000003,小林5分钟做40道题目，比小王每分钟少做2道．小王每分钟做几道？,小林5分钟做40道题目，比小王每分钟少做2道．小王每分钟做几道？,49:50.2
7,1000003,笔算加法时，个位相加满十向______进一；笔算减法时，个位不够减，就从______退一当作______再减．,笔算加法时，个位相加满十向______进一；笔算减法时，个位不够减，就从______退一当作______再减．,49:50.2
12,1000003,比48多55的数是多少？正确的列式是,比48多55的数是多少？正确的列式是,49:50.2
12,1000004,7个数减去4z的差是2z6，这个数是多少？,7个数减去4z的差是2z6，这个数是多少？,49:50.2
8,1000004,求比87多58的数是多少,求比87多58的数是多少,49:50.2
14,1000005,最大的负整数是___________；小于3的非负整数有______________________。,最大的负整数是___________；小于3的非负整数有______________________。,49:50.2
9,1000005,气象统计资料表明浙西南地区，当高度增加100米，气温降低大约0.6℃.小明和小亮为考证教材中有关浙南第一高峰白云尖的海拔高度，国庆期间它们两个进行实地测量，小明在山下一个海拔高度为11米的小山坡上测得的气温为24℃，小亮在“白云尖”最高位置测得的气温为14.4℃，那么你知道“白云尖”的海拔高度是多少米吗？请列式计算.,气象统计资料表明浙西南地区，当高度增加100米，气温降低大约0.6℃.小明和小亮为考证教材中有关浙南第一高峰白云尖的海拔高度，国庆期间它们两个进行实地测量，小明在山下一个海拔高度为11米的小山坡上测得的气温为24℃，小亮在“白云尖”最高位置测得的气温为14.4℃，那么你知道“白云尖”的海拔高度是多少米吗？请列式计算.,49:50.2
10,1000005,某学校为每个学生编号，设定末尾用1表示男生，用2表示女生，若0903202表示“2009年入学的3班20号同学，是位女生”，则2009年入学的5班13号男生的编号是      ．,某学校为每个学生编号，设定末尾用1表示男生，用2表示女生，若0903202表示“2009年入学的3班20号同学，是位女生”，则2009年入学的5班13号男生的编号是      ．,49:50.2
7,1000005,某高级中学为每个学生编号，设定末尾用1表示男生，用2表示女生．如果编号0703432表示“2007年入学的3班43号同学，是位女生”，那么2011入学的6班23号男生同学的编号是          ．,某高级中学为每个学生编号，设定末尾用1表示男生，用2表示女生．如果编号0703432表示“2007年入学的3班43号同学，是位女生”，那么2011入学的6班23号男生同学的编号是          ．,49:50.2
7,1000005,某初中校为每个学生编号，设定末尾用1表示男生，用2表示女生，若201103202表示“2011年入学的3班20号同学，是位女生”，则2012年入学的5班13号男生的编号是　　．,某初中校为每个学生编号，设定末尾用1表示男生，用2表示女生，若201103202表示“2011年入学的3班20号同学，是位女生”，则2012年入学的5班13号男生的编号是　　．,49:50.2
13,1000006,如果+20%表示增加20%，那么﹣6%表示（　　）,如果+20%表示增加20%，那么﹣6%表示（　　）,49:50.2
9,1000006,整数和分数统称为       ．,整数和分数统称为       ．,49:50.2
10,1000006,不小于-4的非正整数有（  ）,不小于-4的非正整数有（  ）,49:50.2
10,1000006,"一罐饮料净重500克，罐上标注脂肪含量≤0.5%,则这罐饮料中脂肪含量最多_______克","一罐饮料净重500克，罐上标注脂肪含量≤0.5%,则这罐饮料中脂肪含量最多_______克",49:50.2
10,1000006,如果两个有理数在数轴上的对应点分别在原点的两侧，那么这两个数的商一定是,如果两个有理数在数轴上的对应点分别在原点的两侧，那么这两个数的商一定是,49:50.2
16,1000006,某高级中学为每个学生编号，设定末尾用1表示男生，用2表示女生。如果编号058432表示“2005年入学的8班43号同学，是位女生”，那么今年入学的6班23号男生同学的编号是______________。,某高级中学为每个学生编号，设定末尾用1表示男生，用2表示女生。如果编号058432表示“2005年入学的8班43号同学，是位女生”，那么今年入学的6班23号男生同学的编号是______________。,49:50.2
11,1000006,有4包真空小包装火腿，每包以标准克数（450克）为基准，超过的克数记作正数，不足的克数记作负数，以下数据是记录结果，其中表示实际克数最接近标准克数的是  (     ),有4包真空小包装火腿，每包以标准克数（450克）为基准，超过的克数记作正数，不足的克数记作负数，以下数据是记录结果，其中表示实际克数最接近标准克数的是  (     ),49:50.2
10,1000007,"在有理数中举出三个整数______,________,_________.","在有理数中举出三个整数______,________,_________.",49:50.2
10,1000007,"实验中学为了给每个学生编号,设定末尾用1表示男生,用2表示女生.如果编号058432表示2005年入学的8班43号同学,是位女生,那么表示今年入学的6班23号男生的编号是              。","实验中学为了给每个学生编号,设定末尾用1表示男生,用2表示女生.如果编号058432表示2005年入学的8班43号同学,是位女生,那么表示今年入学的6班23号男生的编号是              。",49:50.2
12,1000007,如果某台家用电冰箱冷藏室的温度是4℃，冷冻室的温度比冷藏室的温度低22℃，那么这台电冰箱冷冻室的温度为（　　）,如果某台家用电冰箱冷藏室的温度是4℃，冷冻室的温度比冷藏室的温度低22℃，那么这台电冰箱冷冻室的温度为（　　）,49:50.2
14,1000007,某校为每个学生编号，设定末尾用1表示男生，用2表示女生。如果0508132表示“2005年入学的8班13号的同学，是位女生”，那么今年入学的1班37号男生的编号是                         ,某校为每个学生编号，设定末尾用1表示男生，用2表示女生。如果0508132表示“2005年入学的8班13号的同学，是位女生”，那么今年入学的1班37号男生的编号是                         ,49:50.2
14,1000008,在 1、－7.2、－5、＋2.7、 0、 4  、0.3中属于整数集合的有(     ),在 1、－7.2、－5、＋2.7、 0、 4  、0.3中属于整数集合的有(     ),49:50.2
15,1000008,火车票上的车次号有两个意义，一是数字越小表示车速越快，1～98次为特快列车，101～198次为直快列车，301～398次为普快列车，401～498次为普客列车；二是单数与双数表示不同的行驶方向，其中单数表示从北京开出，双数表示开往北京。根据以上规定，杭州开往北京的某一直快列车的车次号可能是 ,火车票上的车次号有两个意义，一是数字越小表示车速越快，1～98次为特快列车，101～198次为直快列车，301～398次为普快列车，401～498次为普客列车；二是单数与双数表示不同的行驶方向，其中单数表示从北京开出，双数表示开往北京。根据以上规定，杭州开往北京的某一直快列车的车次号可能是 ,49:50.2
8,1000008,两个非零有理数的和为零，则它们的商是（    ）,两个非零有理数的和为零，则它们的商是（    ）,49:50.2
8,1000008,两个非零有理数的和为零，则它们的商是（    ）,两个非零有理数的和为零，则它们的商是（    ）,49:50.2
7,1000008,计算：-（-1）=（  ）,计算：-（-1）=（  ）,49:50.2
9,1000009,1. 给你一个长度为 n 的数组，其中只有一个数字出现了奇数次，其他均出现偶数次，问如何使用优秀的时空复杂度快速找到这个数字。,1. 给你一个长度为 n 的数组，其中只有一个数字出现了奇数次，其他均出现偶数次，问如何使用优秀的时空复杂度快速找到这个数字。,49:50.2
12,1000009,2. 假设有 100 层的高楼，给你两个完全一样的鸡蛋。请你设计一种方法，能够试出来从第几层楼开始往下扔鸡蛋，鸡蛋会碎。 请问最坏情况下，至少需要试验多少次才能知道从第几层楼开始往下扔鸡蛋，鸡蛋会碎。,2. 假设有 100 层的高楼，给你两个完全一样的鸡蛋。请你设计一种方法，能够试出来从第几层楼开始往下扔鸡蛋，鸡蛋会碎。 请问最坏情况下，至少需要试验多少次才能知道从第几层楼开始往下扔鸡蛋，鸡蛋会碎。,49:50.2
10,1000009,3. 请设计一个 LRU 算法。,3. 请设计一个 LRU 算法。,49:50.2
12,1000009,4.什么是动态规划？ 30 张图片动画详细分析！,4.什么是动态规划？ 30 张图片动画详细分析！,49:50.2
15,1000010,学习过程中出现过拟合现象该怎么办？,学习过程中出现过拟合现象该怎么办？,49:50.2
6,1000010,.数组中逆序对计算。(剑指offer),.数组中逆序对计算。(剑指offer),49:50.2
8,1000010,2.判读一个树是不是另一个树的子树,2.判读一个树是不是另一个树的子树,49:50.2
7,1000010,3.数据流要求o(1)求得中位数，o(lgn)插入,3.数据流要求o(1)求得中位数，o(lgn)插入,49:50.2
15,1000011,4.顺时针打印矩阵,4.顺时针打印矩阵,49:50.2
6,1000011,5.复杂链表复制,5.复杂链表复制,49:50.2
6,1000011,6.二叉排序树中第k小的数,6.二叉排序树中第k小的数,49:50.2
13,1000011,7.反转链表递归 、非递归,7.反转链表递归 、非递归,49:50.2
13,2000001,You are __________ than I. (luck),You are __________ than I. (luck),49:50.2
10,2000001,It’s ___________ to drink the polluted water. (health),It’s ___________ to drink the polluted water. (health),49:50.2
10,2000001,My uncle does ___________ in Guangzhou. (busy),My uncle does ___________ in Guangzhou. (busy),49:50.2
6,2000001,Football is an ___________ game of feet. (nation),Football is an ___________ game of feet. (nation),49:50.2
16,2000002,"Excuse me, I’d like to borrow a __________ book. (medicine)","Excuse me, I’d like to borrow a __________ book. (medicine)",49:50.2
7,2000002,Nothing is _________ if you put your heart into it. (possible),Nothing is _________ if you put your heart into it. (possible),49:50.2
6,2000002,Have the policemen found that ______ boy? (lose),Have the policemen found that ______ boy? (lose),49:50.2
6,2000002,This book gives us the ___________ of the true story. (present),This book gives us the ___________ of the true story. (present),49:50.2
7,2000003,My mother is badly ill. She needs an ___________ at once. (operate),My mother is badly ill. She needs an ___________ at once. (operate),49:50.2
7,2000003,We are very glad to see the fast ___________ of our city. (develop),We are very glad to see the fast ___________ of our city. (develop),49:50.2
12,2000003,I _________ like to go to school with you.   A. can   B. would   C. cou,I _________ like to go to school with you.   A. can   B. would   C. cou,49:50.2
16,2000003,Would you like to __________ some apples?  A. eating   B. ate   C. eat,Would you like to __________ some apples?  A. eating   B. ate   C. eat,49:50.2
10,2000003,He wouldn’t like to go by train. He ____________ like flying.,He wouldn’t like to go by train. He ____________ like flying.,49:50.2
15,2000003,His spoken English is _______________(完美的).,His spoken English is _______________(完美的).,49:50.2
16,2000004,My parents are ________________(登机).,My parents are ________________(登机).,49:50.2
8,2000004, Which ________________(航班) will you take?, Which ________________(航班) will you take?,49:50.2
13,2000005,I am waiting at the ____________(门) for my sister.,I am waiting at the ____________(门) for my sister.,49:50.2
9,2000006,Mary says that he is a ______________ (傻里傻气的) boy.,Mary says that he is a ______________ (傻里傻气的) boy.,49:50.2
16,2000006,They didn’t like doing _______________(生意).,They didn’t like doing _______________(生意).,49:50.2
16,2000006,The bottle on the table is _______________(空的).,The bottle on the table is _______________(空的).,49:50.2
10,3000001,太极生两仪,太极生两仪,49:50.2
8,3000001,二十四式太极拳怎么打？,二十四式太极拳怎么打？,49:50.2
12,3000002,健美操好难跳,健美操好难跳,49:50.2
9,3000003,排球教练是谁,排球教练是谁,49:50.2
10,3000003,怎么垫排球,怎么垫排球,49:50.2
8,3000003,有人买排球吗,有人买排球吗,49:50.2
11,3000004,如何成为科比,如何成为科比,49:50.2
10,3000004,如何不成为库里？,如何不成为库里？,49:50.2
10,3000005,什么泳姿最快？,什么泳姿最快？,49:50.2
13,3000006,网球王子有几部呐？,网球王子有几部呐？,49:50.2
11,3000006,网球多少钱一个,网球多少钱一个,49:50.2
13,3000007,贝利是哪个国家的,贝利是哪个国家的,49:50.2
16,3000007,怎样踢香蕉球,怎样踢香蕉球,49:50.2
9,3000008,汉字太极是什么鬼,汉字太极是什么鬼,49:50.2
14,4000001,思修老师哪个给分好？,思修老师哪个给分好？,49:50.2
12,4000002,哪个史纲老师最帅？,哪个史纲老师最帅？,49:50.2
14,4000003,马原和马会有关系🐎？,马原和马会有关系🐎？,49:50.2
11,4000004,毛概为什么大部分是习的内容？,毛概为什么大部分是习的内容？,49:50.2
14,4000005,现在中美贸易战，形势和政策都不好啊,现在中美贸易战，形势和政策都不好啊,49:50.2
11,5000001,求VR女神番号,求VR女神番号,49:50.2
7,5000001,VR游戏怎么设计,VR游戏怎么设计,49:50.2
9,5000001,VR是什么的缩写哇,VR是什么的缩写哇,49:50.2
9,5000002,剪视频用什么软件,剪视频用什么软件,49:50.2
15,5000003,我爱动漫1,我爱动漫1,49:50.2
6,5000003,求推荐国漫,求推荐国漫,49:50.2
10,5000004,设计程序的教材有哪些,设计程序的教材有哪些,49:50.2
9,5000004,怎样设计好的程序？,怎样设计好的程序？,49:50.2
10,5000005,音痴怎么办？,音痴怎么办？,49:50.2
8,5000006,数学很好的音乐白痴还有救吗？,数学很好的音乐白痴还有救吗？,49:50.2
7,5000007,网页制作大师驾到，有人需要我carry吗？,网页制作大师驾到，有人需要我carry吗？,49:50.2
8,6000001,英语怎么学,英语怎么学,49:50.2
14,6000002,学英语，找旧西方,学英语，找旧西方,49:50.2
15,6000002,英语差，自闭,英语差，自闭,49:50.2
10,6000003,韩语课助教小姐姐好漂亮，求微信,韩语课助教小姐姐好漂亮，求微信,49:50.2
7,6000004,法语的我爱你怎么说？,法语的我爱你怎么说？,49:50.2
15,6000005,暑假去德国，有人约吗？,暑假去德国，有人约吗？,49:50.2